"UNLOCODE","NOMLOCALITAT","ISOPAIS","NOMPAIS","AREGEOGRAFICA","NOMAREAGEOGRAFICA"
"CNFUC","Fucheng                            ","CN","China","08","Far East and Japan"
"CNFUJ","Fujin","CN","China","08","Far East and Japan"
"CNFUY","Fuyuan","CN","China","08","Far East and Japan"
"CNFWN","Fuwan                              ","CN","China","08","Far East and Japan"
"CNFXG","Fuxing                             ","CN","China","08","Far East and Japan"
"CNFXP","Fengxian Pt                        ","CN","China","08","Far East and Japan"
"CNFZG","Fangzheng                          ","CN","China","08","Far East and Japan"
"CNFZH","Fuzhou","CN","China","08","Far East and Japan"
"CNFZL","Dantou","CN","China","08","Far East and Japan"
"CNFZP","Fuzhou Pt                          ","CN","China","08","Far East and Japan"
"CNFZX","Fuzhouxingang","CN","China","08","Far East and Japan"
"CNGAO","Gaogang","CN","China","08","Far East and Japan"
"CNGBG","Guanbu Pt","CN","China","08","Far East and Japan"
"CNGBT","Guangbaotong                       ","CN","China","08","Far East and Japan"
"CNGCH","Guancheng                          ","CN","China","08","Far East and Japan"
"CNGDI","Gedian                             ","CN","China","08","Far East and Japan"
"CNGGK","Gongkou","CN","China","08","Far East and Japan"
"CNGGN","Gongan                             ","CN","China","08","Far East and Japan"
"CNGGU","Gongguan                           ","CN","China","08","Far East and Japan"
"CNGGZ","Guangzhou","CN","China","08","Far East and Japan"
"CNGHI","Guanghai","CN","China","08","Far East and Japan"
"CNGIS","Guishan","CN","China","08","Far East and Japan"
"CNGLG","Gaoleng                            ","CN","China","08","Far East and Japan"
"CNGLI","Guangli                            ","CN","China","08","Far East and Japan"
"CNGLN","Gaolan                             ","CN","China","08","Far East and Japan"
"CNGNG","Guangning                          ","CN","China","08","Far East and Japan"
"CNGNI","Guangning                          ","CN","China","08","Far East and Japan"
"CNGOG","Gongming","CN","China","08","Far East and Japan"
"CNGOM","Gaoming","CN","China","08","Far East and Japan"
"CNGON","Gaolan                             ","CN","China","08","Far East and Japan"
"CNGPG","Guiping                            ","CN","China","08","Far East and Japan"
"CNGSA","Cangshan                           ","CN","China","08","Far East and Japan"
"CNGSH","Gaisha                             ","CN","China","08","Far East and Japan"
,"Guishan","CN","China","08","Far East and Japan"
"CNGTE","Yingde","CN","China","08","Far East and Japan"
"CNGUG","Guigang","CN","China","08","Far East and Japan"
"CNGUL","Gangluan                           ","CN","China","08","Far East and Japan"
"CNGUT","Guangdong Terminal                 ","CN","China","08","Far East and Japan"
"CNGUZ","Guzhu                              ","CN","China","08","Far East and Japan"
"CNGYN","Guangyuan                          ","CN","China","08","Far East and Japan"
"CNGYO","Guanyao                            ","CN","China","08","Far East and Japan"
"CNGZC","Guangzhouchuanchang","CN","China","08","Far East and Japan"
"CNGZE","Guzhen                             ","CN","China","08","Far East and Japan"
"CNGZG","Gongzhuling                        ","CN","China","08","Far East and Japan"
"CNGZH","Guzhen                             ","CN","China","08","Far East and Japan"
"CNGZP","Guangzhou Pt                       ","CN","China","08","Far East and Japan"
"CNHAA","Haian","CN","China","08","Far East and Japan"
"CNHAI","Haian","CN","China","08","Far East and Japan"
"CNHAK","Haikou","CN","China","08","Far East and Japan"
"CNHAP","Huangpo","CN","China","08","Far East and Japan"
"CNHAQ","Huangqi/Nanhai                     ","CN","China","08","Far East and Japan"
"CNHAS","Heshan","CN","China","08","Far East and Japan"
"CNHBG","Harbin Pt","CN","China","08","Far East and Japan"
"CNHCN","Huachuan","CN","China","08","Far East and Japan"
"CNHDG","Huadu Pt","CN","China","08","Far East and Japan"
"CNHDN","Haidian                            ","CN","China","08","Far East and Japan"
"CNHEB","Hebei                              ","CN","China","08","Far East and Japan"
"CNHEK","Heihe","CN","China","08","Far East and Japan"
"CNHEY","Heyuan                             ","CN","China","08","Far East and Japan"
"CNHGA","Honghua                            ","CN","China","08","Far East and Japan"
"CNHGG","Henggang                           ","CN","China","08","Far East and Japan"
"CNHGJ","Huangjiang                         ","CN","China","08","Far East and Japan"
"CNHGN","Haigeng                            ","CN","China","08","Far East and Japan"
"CNHGQ","Huangqi                            ","CN","China","08","Far East and Japan"
"CNHHA","Huanghua                           ","CN","China","08","Far East and Japan"
"CNHHH","Honghaihu                          ","CN","China","08","Far East and Japan"
"CNHHT","Haitian Terminal/ Xiamen           ","CN","China","08","Far East and Japan"
"CNHID","Huidong Pt","CN","China","08","Far East and Japan"
"CNHIG","Haikou Pt","CN","China","08","Far East and Japan"
"CNHIJ","Huaiji                             ","CN","China","08","Far East and Japan"
"CNHIK","Huikou                             ","CN","China","08","Far East and Japan"
"CNHIM","Haimiao                            ","CN","China","08","Far East and Japan"
"CNHJI","Huangjiang Town                    ","CN","China","08","Far East and Japan"
"CNHKG","Hong Kong","CN","China","08","Far East and Japan"
"CNHKO","Haikou","CN","China","08","Far East and Japan"
"CNHKP","Haikou Pt","CN","China","08","Far East and Japan"
"CNHKU","Hukou                              ","CN","China","08","Far East and Japan"
"CNHLE","Hulan Ergi                         ","CN","China","08","Far East and Japan"
"CNHLI","Huailai                            ","CN","China","08","Far East and Japan"
"CNHLJ","Jinghai","CN","China","08","Far East and Japan"
"CNHLO","Huludao                            ","CN","China","08","Far East and Japan"
"CNHLW","Heliwei","CN","China","08","Far East and Japan"
"CNHME","Haimen","CN","China","08","Far East and Japan"
"CNHMN","Humen","CN","China","08","Far East and Japan"
"CNHMP","Haimen Pt                          ","CN","China","08","Far East and Japan"
"CNHNH","Huanghua                           ","CN","China","08","Far East and Japan"
"CNHNI","Hengli                             ","CN","China","08","Far East and Japan"
"CNHNP","Haikou New Pt","CN","China","08","Far East and Japan"
"CNHNS","Huanshi                            ","CN","China","08","Far East and Japan"
"CNHOD","Hongdu                             ","CN","China","08","Far East and Japan"
"CNHOG","Hongguang                          ","CN","China","08","Far East and Japan"
"CNHOH","Honghu                             ","CN","China","08","Far East and Japan"
"CNHOP","Huangpu Old Port                   ","CN","China","08","Far East and Japan"
"CNHOQ","Hongqi                             ","CN","China","08","Far East and Japan"
"CNHOU","Houjie                             ","CN","China","08","Far East and Japan"
"CNHRB","Harbin","CN","China","08","Far East and Japan"
"CNHRN","Harbin","CN","China","08","Far East and Japan"
"CNHSI","Huangshi","CN","China","08","Far East and Japan"
"CNHSK","Huangsangkou                       ","CN","China","08","Far East and Japan"
"CNHSN","Heshan","CN","China","08","Far East and Japan"
"CNHST","Heishantou","CN","China","08","Far East and Japan"
"CNHTG","Hetang","CN","China","08","Far East and Japan"
"CNHTO","Haitou                             ","CN","China","08","Far East and Japan"
"CNHUA","Huangpu","CN","China","08","Far East and Japan"
"CNHUD","Hua Du","CN","China","08","Far East and Japan"
"CNHUE","Huchen                             ","CN","China","08","Far East and Japan"
"CNHUH","Huaihua                            ","CN","China","08","Far East and Japan"
"CNHUI","Huizhou","CN","China","08","Far East and Japan"
"CNHUL","Hulin","CN","China","08","Far East and Japan"
"CNHUM","Huma","CN","China","08","Far East and Japan"
"CNHUN","Huangpu new port","CN","China","08","Far East and Japan"
"CNHUP","Huo Pt                             ","CN","China","08","Far East and Japan"
"CNHUS","Huashi                             ","CN","China","08","Far East and Japan"
"CNHUY","Huayang                            ","CN","China","08","Far East and Japan"
"CNHXA","Hengxian                           ","CN","China","08","Far East and Japan"
"CNHXD","Huangxingdao                       ","CN","China","08","Far East and Japan"
"CNHXE","Haoxue                             ","CN","China","08","Far East and Japan"
"CNHXG","Haikou New Pt","CN","China","08","Far East and Japan"
"CNHYN","Huangyan","CN","China","08","Far East and Japan"
"CNHZH","Huzhou","CN","China","08","Far East and Japan"
"CNHZO","Huangzhou                          ","CN","China","08","Far East and Japan"
"CNHZP","Huizhou Pt                         ","CN","China","08","Far East and Japan"
"CNHZU","Houzhu                             ","CN","China","08","Far East and Japan"
"CNIMA","Baimao                             ","CN","China","08","Far East and Japan"
"CNING","Xinyang","CN","China","08","Far East and Japan"
"CNJAA","Jiang'An                           ","CN","China","08","Far East and Japan"
"CNJAX","Jiaxing Pt","CN","China","08","Far East and Japan"
"CNJAY","Jiayin","CN","China","08","Far East and Japan"
"CNJBI","Jianbi                             ","CN","China","08","Far East and Japan"
"CNJCH","Jiangcheng","CN","China","08","Far East and Japan"
"CNJCN","Jiangchuan                         ","CN","China","08","Far East and Japan"
"CNJDR","Quxi","CN","China","08","Far East and Japan"
"CNJES","Jieshi                             ","CN","China","08","Far East and Japan"
"CNJGA","Jingan","CN","China","08","Far East and Japan"
"CNJGJ","Jiangjin                           ","CN","China","08","Far East and Japan"
"CNJGU","Jinguzhou                          ","CN","China","08","Far East and Japan"
"CNJGY","Jiangyin","CN","China","08","Far East and Japan"
"CNJHG","Jinghong","CN","China","08","Far East and Japan"
"CNJHK","Jinhekou                           ","CN","China","08","Far East and Japan"
"CNJIA","Jiangyin","CN","China","08","Far East and Japan"
"CNJIJ","Jingjiang Pt","CN","China","08","Far East and Japan"
"CNJIM","Jimiya","CN","China","08","Far East and Japan"
"CNJIN","Jingtang (Tangshan)","CN","China","08","Far East and Japan"
"CNJIP","Jiangping                          ","CN","China","08","Far East and Japan"
"CNJIS","Jiangshan","CN","China","08","Far East and Japan"
"CNJIU","Jiujiang","CN","China","08","Far East and Japan"
"CNJIZ","Jiazi","CN","China","07","Southeast Asia"
"CNJKO","Jiangkou","CN","China","08","Far East and Japan"
"CNJLI","Jianli                             ","CN","China","08","Far East and Japan"
"CNJLP","Jiulongpo                          ","CN","China","08","Far East and Japan"
"CNJMN","Jiangmen","CN","China","08","Far East and Japan"
"CNJMS","Jiamusi Pt","CN","China","08","Far East and Japan"
"CNJMU","Jiamusi","CN","China","08","Far East and Japan"
"CNJMY","Jimiya","CN","China","08","Far East and Japan"
"CNJNH","Jinhaian","CN","China","08","Far East and Japan"
"CNJNL","Jinli                              ","CN","China","08","Far East and Japan"
"CNJNZ","Jinzhou","CN","China","08","Far East and Japan"
"CNJOG","Jinghong","CN","China","08","Far East and Japan"
"CNJOK","Jiaokou                            ","CN","China","08","Far East and Japan"
"CNJPI","Jinpai                             ","CN","China","08","Far East and Japan"
"CNJPU","Jiangpu                            ","CN","China","08","Far East and Japan"
"CNJRG","Jurong                             ","CN","China","08","Far East and Japan"
"CNJSG","Jiaoshan Pt","CN","China","08","Far East and Japan"
"CNJSP","Jinshan Pt                         ","CN","China","08","Far East and Japan"
"CNJTG","Jingtang Pt","CN","China","08","Far East and Japan"
"CNJTO","Jiantiao                           ","CN","China","08","Far East and Japan"
"CNJUJ","Jiujiang","CN","China","08","Far East and Japan"
"CNJUL","Jiuli                              ","CN","China","08","Far East and Japan"
"CNJUZ","Quzhou Apt                         ","CN","China","08","Far East and Japan"
"CNJXN","Jiao Xin","CN","China","08","Far East and Japan"
"CNJZK","Jingzhou Pt","CN","China","08","Far East and Japan"
"CNJZU","Jiuzhou","CN","China","08","Far East and Japan"
"CNKFG","Kaifeng                            ","CN","China","08","Far East and Japan"
"CNKMN","Kanmen                             ","CN","China","08","Far East and Japan"
"CNKNC","Ji'an","CN","China","08","Far East and Japan"
"CNKWE","Guiyang","CN","China","08","Far East and Japan"
"CNKZG","Kangzhou Pt","CN","China","08","Far East and Japan"
"CNLAL","Laolong                            ","CN","China","08","Far East and Japan"
"CNLCP","Lucheng Pt                         ","CN","China","08","Far East and Japan"
